target,slug,county_code,county_name,district_code,school_code,charter_code,ada,high_needs,y201415,y201516,y202021,floor_targ_caveat
Belleview Elementary,belleview-elementary,55,Tuolumne,72306,0000000,,133,0.59,9627,9931,10089,FALSE
Bellevue Union Elementary,bellevue-union-elementary,49,Sonoma,70615,0000000,,1353,0.93,8062,9269,11485,FALSE
Bellevue-Santa Fe Charter,bellevue-santa-fe-charter,40,San Luis Obispo,68809,6043194,0093,149,0.04,6776,7280,8399,FALSE
Bellflower Unified,bellflower-unified,19,Los Angeles,64303,0000000,,12938,0.75,7687,8862,10996,FALSE
Benicia Unified,benicia-unified,48,Solano,70524,0000000,,4785,0.23,6850,7637,9241,FALSE
Bennett Valley Union Elementary,bennett-valley-union-elementary,49,Sonoma,70623,0000000,,1026,0.23,6673,7319,8749,FALSE
Berkeley Unified,berkeley-unified,01,Alameda,61143,0000000,,9350,0.41,8010,8632,10055,FALSE
Berryessa Union Elementary,berryessa-union-elementary,43,Santa Clara,69377,0000000,,7790,0.56,6974,7773,9397,FALSE
Bert Corona Charter,bert-corona-charter,19,Los Angeles,64733,0106872,0654,359,0.89,7429,8587,10682,FALSE
Big Lagoon Union Elementary,big-lagoon-union-elementary,12,Humboldt,62695,0000000,,51,0.83,10011,11168,13445,FALSE
Big Picture High School - Fresno,big-picture-high-school-fresno,10,Fresno,10108,0119628,1085,121,0.81,8383,9702,12079,FALSE
Big Springs Union Elementary,big-springs-union-elementary,47,Siskiyou,70185,0000000,,131,0.64,7547,8370,10066,FALSE
Big Sur Charter,big-sur-charter,27,Monterey,75150,0118349,1000,87,0.30,6761,7475,8994,FALSE
Big Sur Unified,big-sur-unified,27,Monterey,75150,0000000,,13,0.85,49198,52922,62099,FALSE
Big Valley Joint Unified,big-valley-joint-unified,18,Lassen,64089,0000000,,185,0.73,11115,11875,13810,FALSE
Biggs Unified,biggs-unified,04,Butte,61408,0000000,,518,0.50,8910,9278,10591,FALSE
Binkley Elementary Charter,binkley-elementary-charter,49,Sonoma,70896,6085229,1258,405,0.54,6758,7589,9241,FALSE
Birmingham Community Charter High,birmingham-community-charter-high,19,Los Angeles,64733,1931047,1119,3026,0.85,8415,10028,12747,FALSE
Bishop Unified,bishop-unified,14,Inyo,76687,0000000,,1847,0.53,8010,8672,10242,FALSE
Bitney College Preparatory High,bitney-college-preparatory-high,29,Nevada,10298,0114314,0871,92,0.44,7778,8707,10577,FALSE
Bitterwater-Tully Union Elemen,bitterwater-tully-union-elemen,35,San Benito,67454,0000000,,27,0.33,11437,12017,13803,FALSE
Black Butte Union Elementary,black-butte-union-elementary,45,Shasta,69880,0000000,,185,0.75,9050,9758,11397,FALSE
Black Oak Mine Unified,black-oak-mine-unified,09,El Dorado,73783,0000000,,1122,0.48,7902,8612,10191,FALSE
Blackford Elementary,blackford-elementary,43,Santa Clara,69393,6046510,0993,534,0.81,7403,8560,10651,FALSE
Blake Elementary,blake-elementary,15,Kern,63354,0000000,,8,1.00,19333,21316,25590,FALSE
Blochman Union Elementary,blochman-union-elementary,42,Santa Barbara,69112,0000000,,133,0.68,9371,9890,10343,FALSE
Blue Lake Union Elementary,blue-lake-union-elementary,12,Humboldt,62703,0000000,,172,0.58,7302,8022,9558,FALSE
Blue Oak Charter,blue-oak-charter,04,Butte,61424,6119523,0415,401,0.61,7015,7745,9308,FALSE
Bogus Elementary,bogus-elementary,47,Siskiyou,70193,0000000,,10,0.93,16429,18028,21427,FALSE
Bonita Unified,bonita-unified,19,Los Angeles,64329,0000000,,9828,0.38,7065,7906,9588,FALSE
Bonsall Unified,bonsall-unified,37,San Diego,76851,0000000,,2092,0.36,6928,7621,9116,FALSE
Borrego Springs Unified,borrego-springs-unified,37,San Diego,67983,0000000,,409,0.88,10264,11110,13102,FALSE
Bowling Green Elementary,bowling-green-elementary,34,Sacramento,67439,6033799,0018,816,0.85,7468,8493,10441,FALSE
Brawley Elementary,brawley-elementary,13,Imperial,63073,0000000,,3778,0.83,7550,8804,11006,FALSE
Brawley Union High,brawley-union-high,13,Imperial,63081,0000000,,1814,0.76,8820,10030,12321,FALSE
Brea-Olinda Unified,brea-olinda-unified,30,Orange,66449,0000000,,5874,0.33,7038,7840,9474,FALSE
Brentwood Union Elementary,brentwood-union-elementary,07,Contra Costa,61655,0000000,,8355,0.31,6574,7311,8833,FALSE
Bridges Academy,bridges-academy,43,Santa Clara,69450,6047229,1220,581,0.86,7580,8747,10869,FALSE
BRIDGES Charter,bridges-charter,56,Ventura,10561,0121756,1203,376,0.14,6494,7139,8550,FALSE
Bridgeville Elementary,bridgeville-elementary,12,Humboldt,62729,0000000,,37,0.63,11056,11182,12308,FALSE
Briggs Elementary,briggs-elementary,56,Ventura,72447,0000000,,559,0.83,7347,8637,10865,FALSE
Bright Star Secondary Charter Academy,bright-star-secondary-charter-academy,19,Los Angeles,64733,0112508,0826,523,0.93,8810,10296,12910,FALSE
Brittan Acres Elementary,brittan-acres-elementary,41,San Mateo,69021,6044739,0260,418,0.13,6419,7167,8690,FALSE
Brittan Elementary,brittan-elementary,51,Sutter,71357,0000000,,436,0.57,7149,7873,9430,FALSE
Browns Elementary,browns-elementary,51,Sutter,71365,0000000,,159,0.55,7166,7917,9490,FALSE
Buckeye Union Elementary,buckeye-union-elementary,09,El Dorado,61838,0000000,,4362,0.18,6614,7286,8725,FALSE
Buellton Union Elementary,buellton-union-elementary,42,Santa Barbara,69138,0000000,,665,0.41,7536,8088,9447,FALSE
Buena Park Elementary,buena-park-elementary,30,Orange,66456,0000000,,5091,0.80,7434,8660,10818,FALSE
Buena Vista Elementary,buena-vista-elementary,54,Tulare,71829,0000000,,180,0.74,7450,8543,10542,FALSE
Bullis Charter,bullis-charter,43,Santa Clara,10439,0106534,0615,691,0.09,6567,7157,8484,FALSE
Burbank Unified,burbank-unified,19,Los Angeles,64337,0000000,,14772,0.39,7064,7895,9569,FALSE
Burlingame Elementary,burlingame-elementary,41,San Mateo,68882,0000000,,3206,0.26,6507,7238,8749,FALSE
Burnt Ranch Elementary,burnt-ranch-elementary,53,Trinity,71662,0000000,,91,0.66,10170,10785,12078,FALSE
Burrel Union Elementary,burrel-union-elementary,10,Fresno,62042,0000000,,123,0.96,8617,9913,12225,FALSE
Burton Elementary,burton-elementary,54,Tulare,71837,0000000,,2572,0.81,7503,8658,10751,FALSE
Burton Pathways Charter Academy,burton-pathways-charter-academy,54,Tulare,71837,0122705,1228,76,0.89,8833,10204,12688,FALSE
Butte Valley Unified,butte-valley-unified,47,Siskiyou,73684,0000000,,289,0.72,10134,10751,12466,FALSE
Butterfield Charter High,butterfield-charter-high,54,Tulare,75523,0114348,0867,294,0.69,7910,9320,11753,FALSE
Butteville Union Elementary,butteville-union-elementary,47,Siskiyou,70201,0000000,,200,0.56,7361,7984,9445,FALSE
Buttonwillow Union Elementary,buttonwillow-union-elementary,15,Kern,63370,0000000,,330,0.96,8432,9722,12029,FALSE
Byron Union Elementary,byron-union-elementary,07,Contra Costa,61663,0000000,,1585,0.29,6604,7322,8823,FALSE
Cabrillo Unified,cabrillo-unified,41,San Mateo,68890,0000000,,3219,0.44,6780,7776,9607,FALSE
Cajon Valley Union,cajon-valley-union,37,San Diego,67991,0000000,,15409,0.71,7320,8369,10313,FALSE
Calabash Charter Academy,calabash-charter-academy,19,Los Angeles,64733,6016240,1345,415,0.18,6449,7192,8710,FALSE
Calahan Community Charter,calahan-community-charter,19,Los Angeles,64733,6016257,1588,581,0.63,8250,8602,9862,FALSE
Calaveras Unified,calaveras-unified,05,Calaveras,61564,0000000,,3010,0.51,7567,8419,10132,FALSE
Calexico Unified,calexico-unified,13,Imperial,63099,0000000,,8980,0.95,8175,9658,12201,FALSE
Cali Calmecac Language Academy,cali-calmecac-language-academy,49,Sonoma,75358,6052369,0162,1013,0.60,7139,7820,9339,FALSE
Caliber Beta Academy,caliber-beta-academy,07,Contra Costa,10074,0129528,1622,279,0.85,7731,8797,10818,FALSE
Caliente Union Elementary,caliente-union-elementary,15,Kern,63388,0000000,,50,0.71,10941,11435,13043,FALSE
California Connections Academy @ North Bay,california-connections-academy-north-bay,17,Lake,64055,0129601,1653,68,0.27,7267,7923,9427,FALSE
California Connections Academy @ Ripon,california-connections-academy-ripon,39,San Joaquin,68650,0125849,1398,659,0.36,7113,7929,9601,FALSE
California Heritage YouthBuild Academy,california-heritage-youthbuild-academy,26,Mono,10264,0125633,1388,57,0.90,8045,9252,11467,FALSE
California Military Institute,california-military-institute,33,Riverside,67207,0101170,0529,924,0.87,8092,9458,11860,FALSE
California Montessori Project - Capitol Campus,california-montessori-project-capitol-campus,34,Sacramento,67439,0111757,0775,315,0.24,6720,7336,8737,FALSE
California Montessori Project Elk Grove Campus,california-montessori-project-elk-grove-campus,34,Sacramento,67314,0111732,0777,405,0.20,6723,7342,8747,FALSE
California Montessori Project-San Juan Campus,california-montessori-project-san-juan-campus,34,Sacramento,67447,0112169,0776,1158,0.27,6806,7430,8850,FALSE
California Montessori Project-Shingle Springs Campus,california-montessori-project-shingle-springs-campus,09,El Dorado,61838,0111724,0774,359,0.11,6749,7285,8497,FALSE
California Virtual Academy @ Fresno,california-virtual-academy-fresno,10,Fresno,62331,0127175,1492,572,0.65,6925,7911,9758,FALSE
California Virtual Academy @ Jamestown,california-virtual-academy-jamestown,55,Tuolumne,72363,0100099,0495,131,0.64,7783,8890,10964,FALSE
California Virtual Academy @ Kings,california-virtual-academy-kings,16,Kings,63875,0112698,0840,532,0.61,7443,8500,10481,FALSE
California Virtual Academy @ Los Angeles,california-virtual-academy-los-angeles,19,Los Angeles,65094,0112706,0838,3467,0.61,7168,8200,10123,FALSE
California Virtual Academy @ Maricopa,california-virtual-academy-maricopa,15,Kern,63628,0127183,1490,1309,0.65,6927,7922,9780,FALSE
California Virtual Academy @ San Diego,california-virtual-academy-san-diego,37,San Diego,68403,6120893,0493,2907,0.56,7078,8006,9801,FALSE
California Virtual Academy @ San Joaquin,california-virtual-academy-san-joaquin,39,San Joaquin,68627,0127191,1489,1454,0.57,7224,8148,9954,FALSE
California Virtual Academy @ San Mateo,california-virtual-academy-san-mateo,41,San Mateo,68916,0112284,0802,795,0.43,7108,7936,9621,FALSE
California Virtual Academy @ Sonoma,california-virtual-academy-sonoma,49,Sonoma,70797,0107284,0653,708,0.54,7078,8001,9791,FALSE
California Virtual Academy @ Sutter,california-virtual-academy-sutter,51,Sutter,71415,0129007,1606,862,0.63,7440,8420,10312,FALSE
California Virtual Academy High @ Maricopa,california-virtual-academy-high-maricopa,15,Kern,63628,0127209,1491,608,0.61,8016,9110,11194,FALSE
Calipatria Unified,calipatria-unified,13,Imperial,63107,0000000,,1145,0.84,8489,9642,11804,FALSE
Calvert Charter For Enriched Studies,calvert-charter-for-enriched-studies,19,Los Angeles,64733,6016265,1585,326,0.65,8275,8644,9927,FALSE
Camarillo Academy of Progressive Education,camarillo-academy-of-progressive-education,56,Ventura,72546,0115105,0943,552,0.09,6566,7132,8441,FALSE
Cambrian Elementary,cambrian-elementary,43,Santa Clara,69385,0000000,,705,0.24,8145,8492,9079,FALSE
Camino Nuevo Academy #2,camino-nuevo-academy-2,19,Los Angeles,64733,0122861,1231,472,0.97,7687,8879,11040,FALSE
Camino Nuevo Charter Academy,camino-nuevo-charter-academy,19,Los Angeles,64733,6117667,0293,533,0.99,8209,9178,11138,FALSE
Camino Nuevo Charter Academy No. 4,camino-nuevo-charter-academy-no-4,19,Los Angeles,64733,0124826,1334,597,0.94,7624,8859,11062,FALSE
Camino Nuevo Charter High,camino-nuevo-charter-high,19,Los Angeles,64733,0106435,0635,240,0.93,9269,10513,12897,FALSE
Camino Nuevo Elementary No. 3,camino-nuevo-elementary-no-3,19,Los Angeles,64733,0122564,1212,755,1.00,7708,8930,11128,FALSE
Camino Nuevo High No. 2,camino-nuevo-high-no-2,19,Los Angeles,64733,0127910,1540,441,0.98,9328,10588,12997,FALSE
Camino Science and Natural Resources Charter,camino-science-and-natural-resources-charter,09,El Dorado,61846,0123125,1150,105,0.25,6501,7172,8615,FALSE
Camino Union Elementary,camino-union-elementary,09,El Dorado,61846,0000000,,414,0.54,7362,8130,9724,FALSE
Camptonville Academy,camptonville-academy,58,Yuba,72728,6115935,0165,422,0.55,7123,7992,9725,FALSE
Canyon Elementary,canyon-elementary,19,Los Angeles,64733,6016323,0226,391,0.04,6339,7024,8467,FALSE
Canyon Elementary,canyon-elementary,19,Los Angeles,64733,6016323,0226,67,0.11,7790,7024,8467,FALSE
Capay Joint Union Elementary,capay-joint-union-elementary,11,Glenn,62554,0000000,,196,0.54,7002,7753,9323,FALSE
Capistrano Connections Academy,capistrano-connections-academy,30,Orange,66464,0106765,0664,2371,0.40,7104,7957,9671,FALSE
Capistrano Unified,capistrano-unified,30,Orange,66464,0000000,,48999,0.24,6892,7668,9262,FALSE
Capitol Collegiate Academy,capitol-collegiate-academy,34,Sacramento,67439,0123901,1273,207,0.86,7343,8611,10823,FALSE
Capri Elementary,capri-elementary,43,Santa Clara,69393,6046536,0886,681,0.51,6751,7617,9308,FALSE
Carlsbad Unified,carlsbad-unified,37,San Diego,73551,0000000,,10599,0.23,6478,7471,9266,FALSE
Carpenter Community Charter,carpenter-community-charter,19,Los Angeles,64733,6016356,1235,919,0.08,6382,7093,8568,FALSE
Carter G. Woodson Public Charter,carter-g-woodson-public-charter,10,Fresno,62166,1030840,0378,300,0.99,8861,10410,13101,FALSE
Caruthers Unified,caruthers-unified,10,Fresno,75598,0000000,,1374,0.90,8306,9655,12056,FALSE
"Casa Ramona Academy for Technology, Community, and Education",casa-ramona-academy-for-technology-community-and-education,36,San Bernardino,67876,0114405,0897,195,0.98,8018,9263,11519,FALSE
Cascade Union Elementary,cascade-union-elementary,45,Shasta,69914,0000000,,1158,0.85,7921,9097,11235,FALSE
Castaic Union,castaic-union,19,Los Angeles,64345,0000000,,2568,0.31,6820,7452,8875,FALSE
Castle Rock,castle-rock,08,Del Norte,10082,0830059,0358,422,0.56,7623,8553,10408,FALSE
Castle Rock Union Elementary,castle-rock-union-elementary,45,Shasta,69922,0000000,,64,0.73,9010,9735,10834,FALSE
Castlebay Lane Charter,castlebay-lane-charter,19,Los Angeles,64733,6071435,1477,779,0.18,6451,7200,8727,FALSE
Castlemont Elementary,castlemont-elementary,43,Santa Clara,69393,6046544,0866,698,0.62,6971,7925,9740,FALSE
Castro Valley Unified,castro-valley-unified,01,Alameda,61150,0000000,,9062,0.26,7081,7749,9246,FALSE
Cecil Avenue Math and Science Academy,cecil-avenue-math-and-science-academy,15,Kern,63404,6009351,1184,746,0.96,7662,8925,11165,FALSE
Ceiba College Preparatory Academy,ceiba-college-preparatory-academy,44,Santa Cruz,69799,0117804,1004,499,0.83,7958,9204,11455,FALSE
Celerity Cardinal Charter,celerity-cardinal-charter,19,Los Angeles,64733,0123984,1285,310,0.96,7636,9015,11385,FALSE
Celerity Dyad Charter,celerity-dyad-charter,19,Los Angeles,64733,0115766,0958,637,0.98,7942,9067,11178,FALSE
Celerity Exa Charter,celerity-exa-charter,19,Los Angeles,64881,0127126,1461,31,0.94,7516,8632,10689,FALSE
Celerity Nascent Charter,celerity-nascent-charter,19,Los Angeles,64733,0108910,0716,539,0.91,8386,9292,11198,FALSE
Celerity Octavia Charter,celerity-octavia-charter,19,Los Angeles,64733,0122655,1232,434,0.95,7605,8893,11155,FALSE
Celerity Palmati Charter,celerity-palmati-charter,19,Los Angeles,64733,0123166,1246,403,0.98,7615,8936,11238,FALSE
Celerity Sirius Charter,celerity-sirius-charter,19,Los Angeles,10199,0124925,1353,450,0.93,7755,9065,11368,FALSE
Celerity Troika Charter,celerity-troika-charter,19,Los Angeles,64733,0115782,0961,645,0.73,7259,8354,10359,FALSE
Center for Advanced Learning,center-for-advanced-learning,19,Los Angeles,64733,0115139,0937,351,0.94,7917,9071,11211,FALSE
Center For Learning and Educational Success,center-for-learning-and-educational-success,36,San Bernardino,67876,0128405,1574,80,0.89,8470,9868,12346,FALSE
Center Joint Unified,center-joint-unified,34,Sacramento,73973,0000000,,4305,0.64,7347,8397,10349,FALSE
Centinela Valley Union High,centinela-valley-union-high,19,Los Angeles,64352,0000000,,6246,0.89,9663,10851,13200,FALSE
Central California Connections Academy,central-california-connections-academy,54,Tulare,71803,0112458,0804,311,0.53,7180,8115,9929,FALSE
Central City Value,central-city-value,19,Los Angeles,64733,0100800,0534,447,0.94,8864,10331,12929,FALSE
Central Elementary,central-elementary,36,San Bernardino,67645,0000000,,4619,0.59,6878,7792,9539,FALSE
Central Unified,central-unified,10,Fresno,73965,0000000,,14969,0.67,7398,8506,10528,FALSE
Central Union Elementary,central-union-elementary,16,Kings,63883,0000000,,1762,0.55,7042,7803,9388,FALSE
Central Union High,central-union-high,13,Imperial,63115,0000000,,3985,0.76,8645,9922,12271,FALSE
Centralia Elementary,centralia-elementary,30,Orange,66472,0000000,,4393,0.69,7122,8182,10126,FALSE
Century Academy for Excellence,century-academy-for-excellence,19,Los Angeles,64709,0112250,0809,257,0.89,7441,8703,10917,FALSE
Century Community Charter,century-community-charter,19,Los Angeles,64709,0107508,0672,442,0.88,7401,8654,10856,FALSE
Ceres Unified,ceres-unified,50,Stanislaus,71043,0000000,,12281,0.86,7864,9258,11661,FALSE
Cesar Chavez Language Academy,cesar-chavez-language-academy,49,Sonoma,70912,0128074,1523,103,0.73,7948,8846,10698,FALSE
Chaffey Joint Union High,chaffey-joint-union-high,36,San Bernardino,67652,0000000,,23691,0.56,8132,9046,10927,FALSE
CHAMPS - Charter HS of Arts-Multimedia & Performing,champs-charter-hs-of-arts-multimedia-and-performing,19,Los Angeles,64733,0108878,0712,828,0.46,7794,8731,10612,FALSE
Chandler Learning Academy,chandler-learning-academy,19,Los Angeles,64733,6016422,1584,474,0.60,8190,8486,9676,FALSE
Charter Alternative Program (CAP),charter-alternative-program-cap,09,El Dorado,10090,0123521,0360,164,0.17,6520,7140,8526,FALSE
Charter Alternatives Academy,charter-alternatives-academy,54,Tulare,72256,5430269,0251,56,0.76,8194,9241,11288,FALSE
Charter Community School Home Study Academy,charter-community-school-home-study-academy,09,El Dorado,10090,0930123,0005,214,0.10,7304,7906,9340,FALSE
Charter Home School Academy,charter-home-school-academy,54,Tulare,72256,6116909,0250,98,0.72,6957,8033,9985,FALSE
Charter Montessori Blue Oak Campus,charter-montessori-blue-oak-campus,09,El Dorado,61838,0107227,0665,263,0.20,6448,7204,8737,FALSE
Charter Oak Unified,charter-oak-unified,19,Los Angeles,64378,0000000,,5185,0.57,7559,8325,9976,FALSE
Charter School of Morgan Hill,charter-school-of-morgan-hill,43,Santa Clara,69583,6118541,0363,581,0.06,6688,7217,8409,FALSE
Charter School of San Diego,charter-school-of-san-diego,37,San Diego,68338,3730959,0028,2093,0.73,8563,9483,11424,FALSE
Chatom Union,chatom-union,50,Stanislaus,71050,0000000,,635,0.82,7883,9087,11239,FALSE
Chatsworth Charter High,chatsworth-charter-high,19,Los Angeles,64733,1931708,1581,2097,0.63,8770,9544,11340,FALSE
Chawanakee Unified,chawanakee-unified,20,Madera,75606,0000000,,838,0.55,9174,9787,10957,FALSE
